,뉴스제목,주가변동
359,"""미래 금융맨 육성""  제33회 우리아이 글로벌 리더 대장정 진행",0
360,"뉴욕증시 입성한 베트남 전기차, GM·포드·폭스바겐 시총 앞질러...첫날 254% 폭등",0
361,"셀트리온헬스케어, 목표주가 11만→9.5만-하나",0
362,"월스트리트 금융사들, 폭락한 사무실·아파트 사들인다",0
363,"피치, 미 은행 신용등급 강등 경고...""JP모간도 예외 아냐""",0
364,"셀트리온, 목표주가 22만→21만-하나",0
365,"[속보] 뉴욕증시, 中 경제지표 둔화에 1% 넘게 하락",0
366,"천보, 3분기에도 실적 부진 예상...목표가↓-대신증권",0
367,침체 신호 뚜렷해진 중국경제… 한국에 불똥 튀나 [흔들리는 수출전선],0
368,"'환승연애' CP ""K-예능, 진정성·관계성 매력""...BCWW 개막",0
369,"[특징주]이구산업, 'LK-99' 1차원 구리원자 사슬서 초전도 현상 발생 소식에↑",0
370,中 부동산 불안에 韓 수출경기·환율 악영향.. 유커 유입에도 '상저하고' 안갯속,0
371,"[fn마감시황] 중국발 우려에 투심 냉각...코스피, 1%대 하락",0
372,"뉴욕증시, 中 경기 둔화에 1% 넘게 하락...테슬라, 3%↓",0
373,"[특징주] 천보, 2분기 실적 부진에 52주 신저가...12%대 약세",0
374,"소프트센, 상반기 매출 260억...""하반기 장비 수주 늘 것""",0
375,"영화 '빅쇼트' 실제 주인공 버리, 미 증시 하락에 2조원 베팅",0
376,"[특징주] 신성델타테크, 거래재개 직후 상한가...초전도체株 열풍 계속",0
377,"영화 '빅쇼트' 주인공 마이클 버리, 2분기 美증시 하락에 2조원 베팅 [美 금융시장 짙은 먹구름]",0
378,"""세수보다 물가""… 유류세 인하 두달간 연장 [흔들리는 수출전선]",0
379,수출·성장률 나아졌다고? 지표 뜯어보니 '착시효과'  [흔들리는 수출전선],0
380,"[fn오전시황] 코스피, 中 경기둔화 우려에 하락세...개미 매수에도 역부족",0
381,"디에이테크놀로지, 상반기 매출 585억원...전년比 166%↑ “사상최대 매출 경신”",0
382,"중앙디앤엠, 하반기 '2차전지 원재료' 신사업통한 실적 개선 본격화",0
383,"尹대통령, 부친상 중에도 정상회의 준비…각계 인사 조문행렬",0
384,"""美 연준 금리인상 종료 준비 안돼""",0
385,"[fn마켓워치]알토스벤처스, 에이더엑스에 투자",0
386,상업부동산 헐값 사냥 나선 월스트리트 큰손들 [美 금융시장 짙은 먹구름],0
387,"[특징주] 셀트리온헬스케어, 2분기 부진한 실적에... 5%대 하락",0
388,"美 신용등급 강등한 피치, JP모건 등 은행 70여곳에 경고 [美 금융시장 짙은 먹구름]",0
389,"한전, 여름철 냉방부하 절감 우수고객 방문",0
390,"신흥에스이씨, 주력 제품 수요 증가···목표가↑ - 삼성",0
391,"""투자권유대행인 모여라""...유안타증권, 투자권유대행인 맞춤 교육",0
392,"호주 1위 '로보어드바이저' 운용사, 미래에셋 품으로",0
393,"지역난방공사,  고객설비 에너지 효율향상 아이디어 포상",0
394,"엔케이맥스, 자회사 美증권거래위원회 상장 승인…""S-4 증권신고서 효력 인정""",0
395,"초록뱀미디어 ""상반기 실적 사상 최대""",0
396,美클리아랩이 뭐길래...시장 진출한 상장사는?,0
397,"GRT, 자회사 '그레이트리치테크놀리지스코리아' 설립",0
398,中경제부진·美달러화 강세에.. 환율 장중 1340원대 '3개월來 최고',0
399,"산업부, 디지털 모니터링으로 에너지 시설 관리 혁신",0
400,"한투운용, 신흥국 ETF 강자···성과로 입증했다",0
401,"[특징주]KBG, '전기차 충전 30분→5분' 배터리 게임체인저 실리콘 음극재...국내유일 실리콘 중간소재 부각↑",0
402,"""어느새 1340원대"" 원·달러 환율 '强달러의 귀환·中경제부진' 동반 악재",0
403,"""지자체 주도 분산에너지 활성화 본격화된다""",0
404,"미, 북-러 무기 중개 슬로바키아 3개 업체 제재",0
405,"美 연준, 추가 금리인상 회의론 높아져...인플레 우려는 강화",0
406,"코스피 상장사, 역대 최대 매출에도 영업익 반토막",0
407,"'외풍' 덮친 금융시장, 원화가치 5일째 하락 [겹악재 쌓인 금융시장]",0
408,연준 추가 금리인상에 '베팅'… 美 국채 수익률 15년來 최고,0
409,"[특징주]서진오토모티브, 매출 96% 시총2배 규모 'PHEV 댐퍼' 공급계약 소식에↑",0
410,"'내우외환' 외환시장… ""원·달러 환율 1350원대까지 오를 것"" [겹악재 쌓인 금융시장]",0
411,"경남제약 자회사 경남제약스퀘어, ‘레모나 하이볼’ 2종 출시",0
412,"정부, 외환위기 후 처음으로 '사무라이본드' 발행",0
413,"세계 최악 대기오염 인니 대통령, 수주일째 기침",0
414,"中, 인텔 파운드리 전략에 찬물...이스라엘 타워 인수 제동",0
415,"황준호 다올투자증권 대표, 마약 근절 캠페인 '노 엑시트' 동참",0
416,"[fn오전시황] 코스피, 美 매파 시그널과 中경기 우려에 ... 2500선 붕괴",0
417,"글로벌 악재에 증시 5일째 하락… ""하반기 2400~2800p 장세 지속"" [겹악재 쌓인 금융시장]",0
418,"?[특징주] 딥노이드, 뇌동맥류 영상AI '딥뉴로' 혁신의료 기술 선정 소식에 ↑",0
419,"[fn마켓워치] 호텔롯데, 장기 CP 발행 재개",0
420,中 경기 우려에...'화장품·관광' 유커 소비株도 내림세,0
421,"미래에셋證, 고객예탁자산 428조… 올들어 76조 증가",0
422,"'남성 생식기' 가진 여성 트랜스젠더, 월드컵 무대 선다",0
423,"이창양 장관, 부산엑스포 유치상황 점검회의",0
424,"뉴욕증시, 금리 추가 인상 우려에 이틀째 하락...나스닥, 1.2%↓",0
425,"미 국채 수익률, 15년 만에 최고...연준 추가 금리인상에 베팅",0
426,"코스닥 상장사, 수익성 빨간불… 영업익 40% 급감했다",0
427,"코렌텍 관계사 인스텍, IPO 착수...상장주관사 대신증권",0
428,"[특징주]이엔플러스, 전기차 충전 5분만 가능..실리콘 음극재 생산기술 특허 보유 부각↑",0
429,"""强달러·弱위안"" 원·달러 환율 연고점 1343원 터치",0
430,"""공매도 전면재개 하겠지만 시점은 시장상황 지켜봐야""",0
431,코스피 상장사 내실 악화… 1000원어치 팔아 38원 벌었다,0
432,"지아이이노베이션, 뷰노 등 ETF편입 바이오기업 주목",0
433,[fn마켓워치]안성 개정리 '쿠팡 물류센터' 매물로,0
434,"[fn마켓워치] '버튜버 운영사' 스콘, 쿼드벤처스에서 투자 유치 성공",0
435,"호텔롯데, 1000억 규모 CP 발행",0
436,공모펀드 부진에도 온라인 상품은 가입 늘었다,0
437,"[특징주] 에코프로, 장중 110만원 돌파... 7%대 강세",0
438,"술취한 미 관광객 2명, 파리 에펠탑에서 밤새 헤매",0
439,"투비소프트, 클라우드 기반 이커머스 통합솔루션 ‘투비몰’ 잇단 성과",0
440,"美 모기지 금리, 7.5% 육박...23년 만에 최고",0
441,"'과거 청산' 외친 류진號… 정경유착 차단 윤리위 설치 명문화 [전경련, 55년 만에 '한경협'으로 새출발]",0
442,올해 상반기 지역 고용율 1~3위 서귀포·당진·영천,0
443,"""연봉, 1억원은 돼야..."" 미 노동자들 이직 요구 임금 급등",0
444,"'기습 키스' 스페인축구협회장 ""나쁜 의도는 없었는데"" 결국 사과",0
445,"딥노이드, 내년부터 폭발적 성장...가장 저평가 AI-하나",0
446,"""월드컵 우승에 감격?""..女선수 한 명 얼굴 잡고 '강제 키스' 논란",0
447,테마주 광풍에 휩쓸린 증시… 올 단기과열종목 2배 늘었다,0
448,"POSCO홀딩스, 글로벌 2차전지소재로 변모..전기차 시대에 반드시 투자 기업-한투",0
449,"[fn마켓워치]우체국예금, 국내 중순위 인수금융에 1000억 투자",0
450,"[속보] 영 반도체 설계업체 ARM, 나스닥거래소에 IPO 신청",0
451,"뉴욕증시, 다우 약세 속 나스닥 1.5% 상승...엔비디아 8.5% 폭등",0
452,"""성장률 높이려 빚낼 순 없어… 수출 불황형 흑자 아니다"" [경제수장들 현안 진단]",0
453,"삼성증권, 한경협 미복귀 이유 알고보니..'정경유착 우려'였다",0
454,"""연봉 1억은 돼야 옮긴다""… 美 이직때 요구 임금 '최고치'",0
455,"아이텍, '비에이에너지' 자회사 편입 ""로봇기업 인수""",0
456,삼성그룹으로 몰리는 외국인···한꺼번에 담으려면 ETF로,0
457,2차전지株 차분해진 틈에...외국인이 사모으기 시작했다,0
458,[특징주] 엔비디아 실적 기대감에 삼성전자·SK하이닉스 강세,0
459,"[특징주] 드래곤플라이, 디지털 치료기기 정부 사업 선정에 ‘상한가’",0
460,"[fn마감시황] 코스피, 2거래일 상승세 지켰다",0
461,"[특징주] 스마트레이더시스템, 상장 첫날 70% 넘게 상승",0
462,"[특징주]트루윈, 美전좌석 안전띠 경고시스템 의무화 추진..美포드·GM·크라이스러 등 파트너사 부각↑",0
463,"서귀포·당진·영천 고용률 높고, 구미·거제·부천 실업률 높다",0
464,"[특징주] 한화오션, 유상증자 소식에 6%대 약세",0
465,"공정위, LS·L&F 전구체 합작사 설립 승인",0
466,"위세아이텍, ‘제조업 혁신’ 마켓해머에 AI 기술 지원",0
467,질주하는 엔비디아...기대감 커지는 삼성전자·SK하닉,0
468,"美 국채 수익률, 16년 만에 최고",0
469,"[단독]HMM 매각측, '동원그룹' 부산신항에 2200억 PF[fn마켓워치]",0
470,"[fn오전시황] 코스피, 이틀째 상승세 유지",0
471,"한국자산신탁, 당분간 실적 부진 불가피···목표가↓-한화",0
472,물류·해운사업 떼내는 STX… 주가 향방은,0
473,상반기 선박 수출 12% 증가.. '고부가·친환경船' 수주 1위,0
474,코스피 상승 출발···19.59p(0.78%) 오른 2528.39,0
475,"폴라리스오피스, 경북교육청에 '폴라리스 Docs' 공급",0
476,"자사주 사는 한화 임원들, 주가 반등할까",0
477,"교보증권, 2500억 유상증자 추진",0
478,엔비디아 질주에… 삼전·하이닉스도 상승 기대감,0
479,"금호석유, 업황 개선에 시간 필요..3분기도 감익 예상 -유안타",0
480,"""올가을 연준 금리인상… 美 침체 우려는 과장""",0
481,"SBS, SBS콘텐츠허브 완전자회사 편입",0
482,"인도, 세계에서 처음으로 달 남극 착륙 성공",0
483,"[특징주]제노레이, 이동형 X선 촬영장치 美FDA 승인 소식에↑",0
484,[fn오전시황] 엔비디아 훈풍에 코스피 상승세...반도체株 강세,0
485,"[특징주]오픈베이스, 정부 10조 투자 국내 최대 집적 데이터센터 조성 소식에↑",0
486,"뉴욕증시, 3대 지수 나란히 상승...엔비디아 3% 등 빅7 일제히 올라",0
487,"[특징주] 시큐레터, 코스닥 상장 첫날 공모가 대비 60%대 강세",0
488,"바그너 수장 프리고진, 항공기 추락으로 사망한 듯...탑승객 명단에 포함",0
489,버는 것보다 더 썼다...소비지출 증가에 실질소득 역대급 감소,0
490,"[fn마감시황] 코스피, 2530대 마감...코스닥 900선 탈환",0
491,"[특징주]옵투스제약, 삼천당제약 캐나다 제약사와 바이오시밀러 독점 공급계약 체결↑",0
492,산단 업종제한 풀어 첨단 캠퍼스 만든다 [킬러규제 확 푼다],0
493,"[특징주] 한화오션, 2조원 유상증자 발표에 약세",0
494,"[fn오후시황] 코스닥, 7거래일 만에 900선 회복...코스피는 2530선",0
495,"엔비디아, AI 반도체 덕에 순익 9배 폭증...AI 테마 다시 불 붙나",0
496,"""코인으로 테슬라 주식 산다""...코인-증권 벽 허물까 [코인브리핑]",0
497,"前 美 연준 고위관리, ‘침체 가능성은 과장’",0
498,"""너무 역겨워요""..뷔페 테이블에 '초코 범벅' 비키니 차림 여성 올린 '이곳'",0
499,초전도·맥신 이어 양자컴까지...무더기 테마 장세 '활활',0
500,화학물질 등록기준 100㎏→1t… 반도체·전자기업 '화색' [킬러규제 확 푼다],0
501,부동산 침체에…금호건설 9.6% 이자 사모채 조달,0
502,"SBS-SBS콘텐츠허브, 포괄적 주식교환 추진..미디어콘텐츠 밸류체인",0
503,"[fn마켓워치] ""부동산 침체에..."" 금호건설, 10% 육박 이자 사모채 발행",0
504,30년만에 '빗장' 풀리는 산단.. 입주업종 5년만에 바꿀수 있다 [킬러규제 확 푼다],0
505,"'바그너 수장' 프리고진 비행기 사고사… 바이든 ""놀랍지 않아""",0
506,"거래소, 제 13기 KRX 대학생 금융인성교육 봉사단 출범",0
507,"삼진제약, 아쉬운 실적에도 여전한 시장 경쟁력 -흥국",0
508,"세경하이테크, 갤럭시Z 폴더블폰 수트케이스 독점 납품",0
509,"추락사로 생 마감한 프리고진...바이든 ""조심하라 했다, 놀랍지 않아""",0
510,부산엑스포 전초기지 '네모' 스튜디오 오픈,0
511,"[특징주]라이트론, 우리로와 무선 양자암호통신용 모듈 상용화 개발 국책과제 참여↑",0
512,"""라덕연 일당, 주가 띄우긴 했지만 폭락시키진 않았다"" 검찰 의견서 제출",0
513,사우디 이란 등 6개국 브릭스 가입,0
514,"[fn마켓워치] ‘열교환기용 탄소강관업체’ 알엠케이, 매물로",0
515,"깜깜이 CFD 잔고, 내달 4일부터 증권사 HTS에 공개한다",0
516,<부고> 송치호씨(한양증권 홍보담당 상무) 빙부상,0
517,"이창용 ""연내 금리인하 시기상조, 美 통화정책·가계부채에 오히려 인상 논의""",0
518,"엔켐, LG엔솔-GM 합작사 ‘얼티엄셀즈’에 차세대 전해액 공급 확정",0
519,"""대한민국 완전 망했네요""..美석학, '이것' 듣자 머리 부여잡았다",0
520,"코스피로 이전 상장, 오히려 코스닥에 유리?",0
521,변동장에 뜨는 배당주… 찬바람 불기전 담아볼까,0
522,[강남시선] '묻고 더블로'의 결말은,0
523,"[특징주]아이텍, ‘세계 최초’ 맥신 원사 샘플 제작 완료 부각 ↑",0
524,"연준, 금리 동결 전망 확산...""고용시장 과열 진정""",0
525,"[특징주] 켐트로닉스, 현대차에 자율주행 핵심기술 공급 부각 ↑",0
526,초록뱀미디어 상장 적격성 실질심사 대상에 지정,0
527,네이버가 발굴한 AI 스타트업 크라우드웍스 31일 코스닥 상장,0
528,비트코인 현물 ETF 출범하나...SEC 패소,0
529,"[특징주]신화콘텍, 애플 USB-C 탑재 첫 제품 내달 출시..국내유일 USB 세계국제규격 인증 보유 부각↑",0
530,거세진 주주환원 목소리… 기업 자사주 소각 2배 늘었다,0
531,미 노동시장 과열 진정...노동수급은 여전히 빠듯,0
532,"[특징주]디아이씨, 현대차 세계최초 80㎞ 자율주행 상용화..국내유일 SBW 국산화 성공 부각↑",0
533,"[특징주]디와이, 현대차 연말 세계최초 80㎞ 자율주행 상용화..핵심기술 독점 공동개발 부각↑",0
534,"[fn마켓워치]대원제약 컨소, 에스디생명공학과 조건부 투자계약 체결",0
535,"9개월 경영공백 깬 김영섭號, 인적쇄신·실용주의 내세웠다 [KT 김영섭 대표 체제 출범]",0
536,선선해지니 배당株 꿈틀...변동성 장세에 '줍줍',0
537,"[특징주]카페24, 구글·유튜브 파트너십..유튜브 쇼핑 판매 급성장 소식에↑",0
538,"[특징주]비트컴퓨터, 비대면진료 시범사업 내달 본격 시행..원격진료시스템 공급 1위 업체↑",0
539,"[fn마켓워치]SK텔레콤 스핀오프 '사피온', 600억 유치..5000억 기업가치",0
540,수영강 가르는 화려한 '용선'들의 질주,0
541,젠투 4180억·라임 1440억.. 신한투자證 사적화해 결정,0
